PLAYER,TEAM,AGE,GP,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,USG%,PACE,PIE
Bam Adebayo,MIA,21,82,39,43,23.3,105.0,104.5,0.5,14.6,1.52,20.7,8.3,22.1,15.1,13.6,57.9,62.3,15.7,99.50,13.3
Bradley Beal,WAS,26,82,32,50,36.9,111.6,113.5,-1.8,23.3,2.00,18.2,2.8,10.4,6.6,9.1,54.0,58.1,27.7,102.80,12.8
Bryn Forbes,SAS,25,82,48,34,28.0,109.9,110.2,-0.3,10.5,2.19,16.3,0.8,9.6,5.3,7.5,56.8,58.6,17.1,99.21,7.7
Buddy Hield,SAC,26,82,39,43,31.9,109.4,110.0,-0.6,11.7,1.40,11.5,3.6,11.0,7.2,8.2,56.0,58.7,24.3,104.94,11.0
Collin Sexton,CLE,20,82,19,63,31.8,105.6,118.1,-12.5,15.4,1.31,13.9,2.1,7.2,4.5,10.6,48.0,52.0,24.7,98.54,7.3
Cory Joseph,IND,27,82,48,34,25.2,107.6,102.4,5.2,20.8,4.01,33.1,1.9,11.1,6.6,8.3,46.3,47.4,13.4,99.69,8.7
DeAndre' Bembry,ATL,24,82,29,53,23.6,104.5,109.4,-5.0,15.0,1.42,19.8,2.6,14.8,8.6,13.9,48.7,50.8,16.8,106.26,8.1
Joe Ingles,UTA,31,82,50,32,31.3,109.2,101.6,7.7,26.2,2.43,30.9,1.3,10.8,6.1,12.7,56.5,58.1,17.0,102.13,10.4
Justin Holiday,MEM,30,82,25,57,31.8,102.4,110.1,-7.7,8.4,1.40,13.7,1.7,10.3,6.0,9.7,49.0,52.0,15.3,99.60,6.8
Kemba Walker,CHA,29,82,39,43,34.9,112.1,111.8,0.4,28.7,2.29,18.9,1.7,10.6,6.0,8.2,51.1,55.8,30.8,99.38,14.0
Kentavious Caldwell-Pope,LAL,26,82,37,45,24.8,106.3,110.1,-3.7,7.7,1.69,11.2,2.2,8.8,5.5,6.6,53.0,56.8,17.5,104.26,8.3
Mason Plumlee,DEN,29,82,54,28,21.1,109.3,106.1,3.2,19.9,1.93,27.0,9.1,19.8,14.4,14.0,59.5,60.2,15.9,99.60,11.5
Mikal Bridges,PHX,22,82,19,63,29.5,105.3,112.0,-6.8,9.7,2.47,20.3,2.3,8.5,5.4,8.2,52.3,55.6,11.9,102.19,6.4
Monte Morris,DEN,24,82,54,28,24.0,109.4,105.1,4.3,22.1,5.71,27.4,1.7,7.8,4.7,4.8,56.0,57.7,16.8,99.16,11.3
Montrezl Harrell,LAC,25,82,48,34,26.3,111.9,109.9,1.9,12.3,1.23,12.0,8.5,14.6,11.7,9.8,61.7,63.6,22.7,104.09,14.0
PJ Tucker,HOU,34,82,53,29,34.2,114.0,109.5,4.5,4.7,1.52,13.5,4.1,12.9,8.4,8.9,53.5,54.7,9.4,98.22,5.6
Patty Mills,SAS,30,82,48,34,23.3,113.6,109.1,4.5,17.4,2.63,23.4,1.2,7.6,4.5,8.9,54.5,57.2,17.5,102.75,8.1
Reggie Jackson,DET,29,82,41,41,27.9,108.9,108.4,0.5,24.1,2.32,21.2,1.9,7.6,4.6,9.1,50.4,54.7,23.7,98.77,10.0
Royce O'Neale,UTA,26,82,50,32,20.4,106.7,101.9,4.8,10.2,1.77,22.3,1.3,14.6,8.2,12.6,57.4,58.9,10.8,102.28,7.3
Shai Gilgeous-Alexander,LAC,20,82,48,34,26.5,108.8,110.8,-2.0,17.9,1.91,22.3,2.6,7.8,5.3,11.6,51.2,55.4,18.2,103.25,8.3
Tobias Harris,PHI,26,82,46,36,34.7,110.9,110.5,0.4,12.6,1.52,13.0,2.4,18.8,10.8,8.6,54.9,59.2,22.5,102.03,13.1
Al-Farouq Aminu,POR,28,81,52,29,28.3,116.3,108.2,8.2,5.7,1.44,12.3,4.8,20.4,12.7,8.5,51.4,56.8,13.4,101.22,9.7
Bojan Bogdanovic,IND,30,81,47,34,31.8,108.7,105.8,2.9,9.5,1.20,11.0,1.3,11.3,6.4,9.1,57.5,61.3,21.9,99.31,11.1
Brook Lopez,MIL,31,81,60,21,28.7,114.9,103.4,11.5,5.5,1.20,9.6,1.4,13.5,7.9,8.0,57.1,59.7,16.5,104.79,8.8
D'Angelo Russell,BKN,23,81,42,39,30.2,108.1,107.9,0.2,39.2,2.23,23.4,2.0,9.9,6.0,10.5,51.2,53.3,31.1,102.40,14.1
D.J. Augustin,ORL,31,81,42,39,28.0,110.4,107.2,3.2,25.8,3.33,32.4,1.8,7.1,4.4,9.7,56.6,61.6,16.9,98.88,10.3
Dario Saric,MIN,25,81,39,42,25.0,108.7,110.7,-2.0,8.9,1.31,12.9,5.8,15.3,10.6,9.9,52.2,56.3,17.2,103.08,8.8
De'Aaron Fox,SAC,21,81,39,42,31.4,110.0,109.1,0.9,32.2,2.60,28.1,1.5,9.5,5.4,10.8,49.7,54.4,23.8,105.57,11.9
Dorian Finney-Smith,DAL,26,81,33,48,24.5,106.8,108.7,-1.9,7.0,1.28,12.8,6.4,11.9,9.2,10.0,50.7,53.0,13.5,100.70,6.9
Ed Davis,BKN,30,81,42,39,17.9,106.5,102.2,4.3,6.4,0.95,12.2,13.5,30.7,22.0,12.8,61.6,63.2,12.5,100.93,13.9
Evan Fournier,ORL,26,81,42,39,31.5,110.1,108.4,1.7,17.0,1.92,18.6,1.4,8.6,5.0,9.7,50.9,53.6,21.7,98.84,7.7
Jordan Clarkson,CLE,27,81,18,63,27.3,107.0,115.0,-8.0,15.3,1.45,12.4,3.5,8.7,6.0,8.5,50.9,53.9,26.6,99.18,10.5
Justin Jackson,DAL,24,81,36,45,19.9,107.3,108.3,-0.9,8.1,3.31,14.9,2.5,9.6,6.0,4.5,53.7,56.1,14.1,103.50,7.6
LaMarcus Aldridge,SAS,33,81,48,33,33.2,112.5,111.0,1.5,11.5,1.35,10.6,9.6,18.0,13.9,7.9,52.2,57.6,26.8,98.36,14.3
Malik Beasley,DEN,22,81,53,28,23.2,111.2,107.3,3.9,7.4,1.76,10.6,1.8,8.5,5.1,6.0,58.4,59.9,18.1,100.59,8.9
Rudy Gobert,UTA,27,81,50,31,31.8,110.5,103.6,6.9,9.5,1.24,13.0,11.7,27.0,19.4,10.5,66.9,68.2,17.5,101.23,17.0
Ryan Arcidiacono,CHI,25,81,22,59,24.2,104.4,110.2,-5.8,19.1,4.27,33.8,1.3,9.6,5.4,7.9,54.4,58.8,11.7,99.79,7.8
Terrence Ross,ORL,28,81,42,39,26.5,105.3,105.9,-0.5,10.3,1.50,10.4,1.2,11.3,6.2,6.9,53.4,56.1,23.0,99.90,11.0
Thaddeus Young,IND,31,81,47,34,30.7,109.0,106.5,2.5,12.0,1.66,16.7,7.8,13.2,10.5,10.0,55.7,56.9,17.9,98.14,10.4
Trae Young,ATL,20,81,29,52,30.9,108.5,114.8,-6.3,39.0,2.12,27.3,2.4,9.1,5.7,12.9,48.0,53.9,27.7,105.78,11.9
Willie Cauley-Stein,SAC,25,81,39,42,27.3,110.0,108.7,1.2,12.1,2.31,17.2,7.4,21.3,14.2,7.4,55.7,56.6,17.3,104.58,11.8
Damian Lillard,POR,28,80,51,29,35.5,116.0,107.9,8.2,29.9,2.60,22.0,2.3,10.0,6.2,8.5,52.2,58.8,28.1,101.18,15.5
Danny Green,TOR,32,80,56,24,27.7,117.7,104.3,13.4,7.3,1.68,14.8,2.8,10.7,7.0,8.8,62.2,63.2,13.9,100.98,7.9
Jae Crowder,UTA,28,80,48,32,27.1,109.7,105.3,4.4,9.0,1.56,12.1,2.7,13.9,8.3,7.7,50.8,53.8,18.3,102.94,8.6
Jarrett Allen,BKN,21,80,42,38,26.2,109.2,111.6,-2.4,7.6,1.07,12.1,8.8,20.8,15.0,11.3,59.5,63.2,15.8,102.55,12.1
Jerami Grant,OKC,25,80,48,32,32.7,111.0,105.6,5.4,4.0,1.18,7.4,3.2,11.8,7.3,6.3,56.7,59.2,15.0,104.64,8.4
Kevon Looney,GSW,23,80,56,24,18.5,116.3,106.1,10.3,10.6,2.41,21.7,12.6,13.3,12.9,9.0,62.7,63.6,12.2,103.25,9.2
Langston Galloway,DET,27,80,41,39,21.8,108.0,107.9,0.1,7.2,3.54,11.7,2.5,7.0,4.7,3.3,50.3,53.4,15.3,99.96,6.3
Marcus Smart,BOS,25,80,48,32,27.5,110.4,106.6,3.8,19.0,2.61,30.1,2.5,7.7,5.1,11.5,53.3,56.8,14.4,101.24,7.9
Miles Bridges,CHA,21,80,38,42,21.2,107.8,111.5,-3.7,8.1,1.90,13.8,3.7,14.8,9.1,7.3,52.7,54.8,14.7,101.30,8.5
Nikola Jokic,DEN,24,80,53,27,31.3,113.3,107.5,5.8,36.1,2.34,26.5,8.9,24.9,16.9,11.4,54.5,58.9,27.1,98.40,18.8
Nikola Vucevic,ORL,28,80,41,39,31.4,110.4,106.4,4.0,20.8,1.93,16.0,8.8,28.6,18.8,8.3,54.9,57.3,27.6,99.22,18.5
Pascal Siakam,TOR,25,80,57,23,31.8,114.8,104.2,10.6,14.1,1.61,16.8,5.0,15.4,10.5,10.5,59.1,62.8,20.5,100.88,12.4
Steven Adams,OKC,25,80,47,33,33.4,112.6,105.9,6.7,6.3,0.92,10.3,12.9,13.3,13.1,11.2,59.5,59.1,16.0,104.85,10.3
Tomas Satoransky,WAS,27,80,32,48,27.0,110.1,110.5,-0.4,24.8,3.33,35.6,3.6,9.0,6.3,10.7,54.5,59.0,13.9,102.35,9.2
Andre Drummond,DET,25,79,40,39,33.5,111.7,108.4,3.3,6.8,0.64,7.3,15.1,31.1,22.8,11.5,53.6,55.5,22.6,98.15,15.9
Ben Simmons,PHI,22,79,50,29,34.2,111.3,108.9,2.4,34.1,2.23,30.0,6.2,17.9,12.2,13.5,56.3,58.2,21.5,103.99,14.5
Dennis Schroder,OKC,25,79,47,32,29.3,109.1,105.5,3.6,20.9,1.88,19.0,1.5,10.2,5.7,10.1,47.0,50.8,23.8,104.30,9.3
Jayson Tatum,BOS,21,79,48,31,31.1,111.9,105.1,6.8,9.8,1.38,11.8,2.8,15.7,9.3,8.6,50.6,54.7,21.8,100.68,10.6
Jeremy Lamb,CHA,27,79,38,41,28.5,110.3,109.6,0.7,11.9,2.15,12.8,2.7,15.9,9.1,6.0,49.9,55.2,22.0,99.74,11.8
Josh Jackson,PHX,22,79,19,60,25.2,102.8,112.4,-9.6,14.2,1.06,14.2,3.2,13.6,8.4,13.4,45.6,48.7,23.4,102.26,7.3
Kelly Olynyk,MIA,28,79,39,40,22.9,107.9,106.0,1.9,11.3,1.23,15.7,3.8,16.0,9.9,12.8,56.3,61.0,17.5,99.51,10.2
Landry Shamet,LAC,22,79,51,28,22.8,111.0,109.3,1.7,9.0,2.60,15.6,1.1,6.0,3.6,6.0,58.1,60.4,14.5,103.64,6.3
Marc Gasol,TOR,34,79,39,40,30.8,108.4,104.9,3.5,22.2,2.25,23.5,3.4,22.7,13.2,10.4,50.5,54.6,21.0,97.16,13.1
Marco Belinelli,SAS,33,79,46,33,23.0,111.0,110.1,0.8,10.2,1.83,14.0,0.9,9.3,5.2,7.7,52.0,55.7,18.7,102.39,7.5
Mike Scott,PHI,30,79,44,35,17.7,108.2,106.4,1.8,6.4,1.50,12.1,2.9,14.7,9.0,8.1,52.0,52.8,13.9,105.42,6.3
Terry Rozier,BOS,25,79,47,32,22.7,104.8,105.9,-1.1,19.3,3.40,23.0,1.6,14.5,8.0,6.8,47.7,50.1,18.1,100.91,10.3
Aaron Gordon,ORL,23,78,40,38,33.8,107.4,105.9,1.5,16.6,1.78,18.0,4.7,16.5,10.6,10.1,50.7,53.8,21.3,99.28,10.9
Eric Bledsoe,MIL,29,78,59,19,29.1,115.3,104.2,11.1,26.0,2.61,25.8,3.5,10.8,7.4,9.9,54.8,57.7,22.5,104.43,12.5
James Harden,HOU,29,78,51,27,36.8,116.6,110.3,6.3,39.4,1.51,18.2,2.3,15.7,8.9,12.0,54.1,61.6,39.6,98.06,20.1
Kevin Durant,GSW,30,78,54,24,34.6,118.7,107.3,11.4,25.1,2.03,20.0,1.3,15.3,8.8,9.8,57.1,63.1,28.3,103.33,16.2
Klay Thompson,GSW,29,78,55,23,34.0,115.0,108.5,6.5,10.3,1.62,10.5,1.5,8.9,5.5,6.5,55.3,57.1,25.4,102.39,10.3
Patrick Beverley,LAC,30,78,48,30,27.4,112.7,108.7,4.0,18.3,3.53,32.7,3.5,13.5,8.7,9.3,52.4,56.1,12.0,102.68,7.9
Alex Len,ATL,26,77,28,49,20.1,106.0,110.4,-4.4,8.6,0.89,9.3,9.0,15.9,12.4,10.5,55.1,57.5,21.4,107.31,10.0
DeMar DeRozan,SAS,29,77,44,33,34.9,110.9,110.8,0.0,27.7,2.39,21.9,2.0,14.7,8.5,9.2,48.3,54.2,27.7,98.33,13.5
Donovan Mitchell,UTA,22,77,49,28,33.7,110.5,103.7,6.8,20.9,1.48,14.4,2.2,9.3,5.8,9.7,49.3,53.7,30.9,101.50,11.7
Doug McDermott,IND,27,77,43,34,17.4,106.8,103.2,3.6,7.0,1.60,12.0,1.2,6.6,3.9,7.5,59.0,61.7,15.2,100.88,7.5
Dwight Powell,DAL,27,77,31,46,21.6,110.8,109.9,0.9,10.1,1.67,14.5,8.1,16.0,12.0,8.7,63.7,68.2,16.7,100.94,12.3
Harrison Barnes,SAC,27,77,34,43,32.9,108.0,109.4,-1.5,6.9,1.17,8.5,2.1,11.1,6.6,7.3,50.4,55.0,20.2,102.22,8.8
Jakob Poeltl,SAS,23,77,43,34,16.5,110.0,106.0,3.9,9.9,1.94,19.8,13.6,17.1,15.4,10.2,64.5,64.0,12.5,100.93,11.0
Jeff Green,WAS,32,77,29,48,27.2,111.3,113.2,-2.0,9.3,1.36,13.5,2.7,11.7,7.2,10.0,55.5,60.8,17.4,102.40,8.8
Karl-Anthony Towns,MIN,23,77,34,43,33.0,112.2,111.3,0.9,16.9,1.08,13.0,9.7,25.7,17.6,12.0,57.2,62.2,28.0,101.05,17.7
Khris Middleton,MIL,27,77,56,21,31.1,114.7,104.2,10.5,19.4,1.90,18.9,2.1,14.9,8.9,9.9,51.9,55.8,24.6,104.39,11.8
Nemanja Bjelica,SAC,31,77,38,39,23.2,111.5,108.7,2.7,10.7,1.79,17.1,6.5,17.1,11.7,9.5,56.6,58.5,16.2,105.31,9.6
Nerlens Noel,OKC,25,77,48,29,13.7,99.0,101.7,-2.6,6.7,0.94,11.1,10.5,17.6,13.9,11.9,58.7,60.8,13.7,103.88,12.2
Paul George,OKC,29,77,46,31,36.9,112.1,103.9,8.2,17.3,1.55,13.5,3.3,17.3,10.1,8.7,52.9,58.3,28.5,104.35,16.1
Zach Collins,POR,21,77,51,26,17.6,107.9,107.8,0.1,7.6,0.92,11.8,7.8,14.4,11.2,12.8,52.3,56.2,16.6,100.09,8.0
Austin Rivers,HOU,26,76,45,31,26.7,111.6,109.1,2.5,12.0,2.46,19.7,1.2,6.5,3.8,8.0,49.7,50.3,14.2,101.10,4.2
Cedi Osman,CLE,24,76,17,59,32.2,106.0,118.8,-12.8,12.0,1.71,15.9,1.8,13.4,7.3,9.3,50.4,53.6,18.2,98.05,7.5
Darren Collison,IND,31,76,45,31,28.2,109.6,107.4,2.2,30.2,3.67,34.5,1.7,8.9,5.4,9.4,52.7,57.4,17.6,98.95,11.4
Davis Bertans,SAS,26,76,44,32,21.5,115.7,108.1,7.6,7.9,2.33,16.2,1.5,13.9,8.0,7.0,61.0,63.2,13.5,101.72,8.2
Derrick Favors,UTA,27,76,46,30,23.2,106.3,101.6,4.6,7.9,1.06,10.0,11.5,18.8,15.2,9.4,60.0,62.4,18.8,102.36,14.2
Gorgui Dieng,MIN,29,76,33,43,13.6,105.2,109.0,-3.8,10.6,1.26,13.0,7.2,22.5,14.5,10.3,52.7,57.2,19.4,103.64,11.8
JJ Redick,PHI,35,76,49,27,31.3,110.3,104.7,5.6,12.9,2.04,14.4,0.8,6.2,3.6,7.1,55.7,60.2,20.9,105.13,9.9
Joe Harris,BKN,27,76,41,35,30.2,109.6,111.2,-1.6,11.4,1.50,16.4,2.2,9.6,6.0,10.9,62.2,64.5,16.7,102.73,8.9
T.J. McConnell,PHI,27,76,46,30,19.3,108.1,108.8,-0.7,24.9,2.84,32.9,1.8,9.4,5.7,11.6,54.2,55.5,14.8,103.02,9.7
Vince Carter,ATL,42,76,25,51,17.5,101.8,108.0,-6.3,9.7,1.81,13.8,2.1,11.4,6.6,7.6,55.0,56.5,16.4,106.92,7.9
Blake Griffin,DET,30,75,39,36,35.0,109.8,109.3,0.5,26.8,1.59,18.0,3.6,18.2,10.5,11.3,53.2,58.1,29.6,98.63,15.3
Delon Wright,MEM,27,75,45,30,22.6,106.2,106.4,-0.1,21.7,3.22,26.1,3.7,11.3,7.4,8.1,47.8,52.3,17.2,101.30,10.9
Garrett Temple,LAC,33,75,37,38,27.2,105.2,106.8,-1.6,7.5,1.51,14.9,1.4,9.2,5.3,9.8,51.3,54.3,13.1,99.19,5.2
JaVale McGee,LAL,31,75,35,40,22.3,106.7,111.1,-4.4,4.5,0.48,6.0,11.2,20.3,15.9,12.5,62.5,63.4,19.7,104.87,12.7
Jamal Murray,DEN,22,75,49,26,32.6,112.8,108.0,4.8,22.0,2.30,20.5,2.6,10.1,6.3,8.9,50.2,53.8,24.1,99.49,10.8
Jonathan Isaac,ORL,21,75,37,38,26.6,108.2,107.3,1.0,5.5,1.07,9.7,4.8,15.2,9.9,9.1,49.9,53.7,16.0,99.69,8.2
Kevin Huerter,ATL,20,75,27,48,27.3,109.3,111.6,-2.2,13.9,1.96,21.3,2.7,8.7,5.6,10.9,52.2,53.3,15.3,105.58,6.5
Kevin Knox,NYK,19,75,15,60,28.8,101.4,115.1,-13.6,6.0,0.72,6.8,2.5,12.0,7.1,9.4,43.8,47.5,21.9,101.88,5.5
Lou Williams,LAC,32,75,47,28,26.6,113.1,109.2,3.9,31.8,2.22,20.9,1.9,8.1,5.1,9.4,47.1,55.4,30.8,105.69,14.7
Marcus Morris,BOS,29,75,44,31,27.9,110.3,108.9,1.4,7.3,1.18,9.7,3.5,17.6,10.6,8.2,53.3,56.8,20.3,101.87,9.9
Marvin Williams,CHA,33,75,35,40,28.4,110.5,110.9,-0.4,6.1,1.96,11.1,3.3,15.2,9.1,5.7,52.9,54.8,14.7,99.73,8.0
Nicolas Batum,CHA,30,75,35,40,31.4,109.7,110.3,-0.5,14.5,2.11,25.7,2.8,13.1,7.9,12.2,55.3,58.1,12.9,99.83,8.4
Torrey Craig,DEN,28,75,50,25,20.0,112.0,108.7,3.3,6.2,1.64,14.2,5.7,11.2,8.4,8.7,52.6,54.7,12.1,99.05,5.5
Wayne Selden,CHI,24,75,27,48,19.2,102.6,112.1,-9.6,11.2,1.38,15.4,2.4,9.8,6.0,11.1,46.3,49.1,17.8,100.83,5.4
Bruce Brown,DET,22,74,35,39,19.6,106.5,105.8,0.7,8.7,1.98,19.1,3.2,9.2,6.2,9.7,43.6,46.9,11.3,99.08,3.7
Domantas Sabonis,IND,23,74,43,31,24.8,108.8,103.6,5.2,18.0,1.33,17.8,9.9,26.9,18.4,13.4,59.6,63.0,22.6,99.33,16.2
Jaylen Brown,BOS,22,74,41,33,25.9,108.3,106.0,2.3,7.9,1.01,9.2,3.2,12.2,7.7,9.1,52.5,54.7,21.5,102.15,8.4
Jeremy Lin,TOR,30,74,31,43,19.4,101.7,106.8,-5.1,24.9,1.86,23.4,1.4,10.2,5.8,12.6,49.1,55.8,21.3,106.00,10.0
Josh Okogie,MIN,20,74,32,42,23.7,109.6,110.6,-1.0,6.8,1.44,12.4,2.1,9.8,5.9,8.6,44.5,49.2,14.8,103.89,5.1
Myles Turner,IND,23,74,43,31,28.6,107.3,104.5,2.8,8.3,1.15,10.6,4.8,19.5,12.3,9.2,53.6,56.7,19.9,98.83,11.9
Quinn Cook,GSW,26,74,49,25,14.3,105.8,112.1,-6.3,16.7,2.32,18.9,2.1,12.3,7.2,8.1,55.7,56.5,20.0,100.79,9.3
Robin Lopez,CHI,31,74,20,54,21.7,105.5,109.9,-4.4,8.4,0.93,11.5,8.5,8.5,8.5,12.4,57.5,59.8,18.3,100.17,8.8
Serge Ibaka,TOR,29,74,53,21,27.2,113.6,107.4,6.2,7.6,0.88,8.5,7.8,20.4,14.4,9.7,55.7,58.2,22.7,100.38,12.3
Seth Curry,POR,28,74,49,25,18.9,109.4,105.1,4.3,6.8,1.08,10.7,1.9,6.2,4.1,9.9,57.7,59.5,16.4,100.14,7.1
Terrance Ferguson,OKC,21,74,44,30,26.1,111.0,107.1,3.9,4.6,1.53,12.6,1.5,5.5,3.4,8.2,55.2,56.6,10.4,104.34,2.7
Tony Snell,MIL,27,74,55,19,17.6,110.0,103.4,6.6,6.9,2.96,14.6,2.1,8.6,5.5,4.9,56.4,58.5,12.7,104.71,6.9
Andrew Wiggins,MIN,24,73,31,42,34.8,110.7,111.9,-1.2,10.8,1.33,11.1,3.1,9.9,6.5,8.3,46.1,49.3,24.0,101.57,7.8
Damyean Dotson,NYK,25,73,12,61,27.4,102.8,110.8,-8.0,10.4,1.90,14.3,1.6,10.8,6.1,7.5,50.6,52.6,16.9,101.06,7.6
Evan Turner,POR,30,73,47,26,22.0,110.4,109.1,1.3,24.2,2.48,31.9,2.2,16.7,9.6,12.8,47.3,50.4,15.8,100.70,9.9
Gerald Green,HOU,33,73,47,26,20.2,114.0,109.3,4.6,4.1,0.73,5.7,1.9,10.0,5.9,7.9,53.5,55.5,19.0,100.58,6.6
Jalen Brunson,DAL,22,73,27,46,21.8,107.7,110.4,-2.8,22.3,2.61,24.6,1.5,8.7,5.0,9.4,52.3,54.9,18.6,100.42,8.8
Jonas Jerebko,GSW,32,73,52,21,16.7,109.6,108.1,1.5,10.6,2.23,18.2,5.5,16.8,11.1,8.1,55.6,58.8,14.4,102.45,9.2
Josh Richardson,MIA,25,73,35,38,34.8,106.6,105.6,1.0,17.7,2.64,19.5,2.0,7.8,4.9,7.4,49.2,53.6,20.3,99.50,9.4
Julius Randle,NOP,24,73,31,42,30.6,111.2,111.4,-0.2,15.8,1.10,13.2,6.9,19.8,13.4,12.0,55.5,60.0,27.3,104.48,13.7
Malik Monk,CHA,21,73,34,39,17.2,108.4,111.1,-2.7,14.3,1.36,14.1,1.2,9.5,5.2,10.4,48.0,51.8,23.6,102.17,7.3
