Player,Position,Team,GS,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Guaranteed,Salary 2018-19,Salary 2019-20,Salary 2020-21,Salary 2021-22,Salary 2022-23,Salary 2023-24,role
Draymond Green,PF,Golden State Warriors,66,4.3,9.7,0.445,1.1,3.8,0.285,3.2,5.9,0.5489999999999999,1.5,2.1,0.6920000000000001,1.4,9.7,11.1,10.5,2.2,1.6,3.9,4.5,11.2,108.0,106,28,66,2065,12.9,0.526,0.391,0.21600000000000005,3.2,20.8,12.4,26.8,2.2,2.8,26.8,13.1,1.1,3.2,4.3,0.1,-1.4,3.4,2.0,2.1,36008695,17469565,18539130,0,0,0,0,FU
Andre Iguodala,SF,Golden State Warriors,13,4.6,9.1,0.5,1.4,4.3,0.333,3.1,4.8,0.652,1.2,2.0,0.5820000000000001,1.4,6.2,7.6,6.5,1.8,1.5,1.6,2.9,11.7,124.0,109,35,68,1578,13.1,0.5870000000000001,0.477,0.222,3.4,13.2,8.5,16.8,1.8,2.7,13.6,10.4,2.4,1.8,4.2,0.129,0.2,1.7,1.9,1.6,16000000,16000000,17185185,0,0,0,0,FU
Jrue Holiday,SG,New Orleans Pelicans,67,10.6,22.4,0.472,2.3,7.0,0.325,8.3,15.4,0.539,4.0,5.2,0.768,1.5,5.0,6.5,10.0,2.1,1.0,4.1,2.9,27.5,111.0,112,28,67,2402,19.4,0.555,0.313,0.234,3.3,11.0,7.2,31.8,2.1,1.8,14.1,25.4,3.5,1.9,5.4,0.108,2.9,-0.1,2.8,2.9,78238333,25976111,26131111,26131111,27020000,0,0,FU
Julius Randle,PF,New Orleans Pelicans,49,11.9,22.7,0.524,1.4,4.1,0.344,10.5,18.6,0.564,7.4,10.1,0.731,3.4,9.8,13.2,4.8,1.1,0.9,4.3,5.1,32.6,113.0,112,24,73,2232,21.0,0.6,0.179,0.447,7.6,21.6,14.7,15.8,1.1,1.6,13.8,27.8,4.2,1.9,6.1,0.131,1.8,-0.4,1.4,1.9,8641000,8641000,0,0,0,0,0,FU
Anthony Davis,C,New Orleans Pelicans,56,13.3,25.8,0.517,1.2,3.6,0.331,12.1,22.1,0.547,8.6,10.9,0.794,4.4,12.5,16.9,5.5,2.2,3.4,2.8,3.3,36.5,122.0,105,25,56,1850,30.3,0.597,0.141,0.422,9.9,27.5,18.8,19.0,2.2,6.0,8.4,29.5,6.4,3.1,9.5,0.247,4.7,3.9,8.5,4.9,25434263,25434263,27093019,28751775,0,0,0,FU
Darius Miller,SF,New Orleans Pelicans,15,5.0,12.8,0.39,3.5,9.6,0.365,1.5,3.2,0.467,1.5,1.9,0.789,0.4,3.0,3.4,3.9,1.1,0.6,1.6,4.4,15.0,110.0,116,28,69,1757,8.4,0.55,0.752,0.147,0.8,6.6,3.8,10.4,1.1,1.1,10.3,13.4,1.1,0.6,1.6,0.045,-0.1,-1.5,-1.7,0.1,9055000,2205000,0,0,0,0,0,FU
E'Twaun Moore,SG,New Orleans Pelicans,36,8.1,16.9,0.481,2.4,5.6,0.4320000000000001,5.7,11.3,0.506,1.4,1.9,0.763,1.1,2.9,4.0,3.2,1.3,0.3,1.9,3.6,20.1,110.0,117,29,53,1463,11.5,0.5670000000000001,0.331,0.111,2.5,6.4,4.5,9.5,1.3,0.4,9.6,17.3,1.2,0.5,1.7,0.055,-0.2,-1.9,-2.2,-0.1,17473613,8808685,8664928,0,0,0,0,FU
Shai Gilgeous-Alexander,PG,Los Angeles Clippers,73,7.4,15.5,0.476,1.1,3.0,0.3670000000000001,6.3,12.5,0.503,3.4,4.2,0.8,1.2,3.8,5.0,5.9,2.1,1.0,3.1,3.8,19.3,108.0,112,20,82,2174,13.4,0.5539999999999999,0.194,0.272,2.9,8.3,5.7,17.8,2.1,1.6,15.0,18.3,1.5,1.9,3.3,0.07400000000000001,-0.6,0.2,-0.3,0.9,3375360,3375360,3952920,4141320,5495532,0,0,FU
Montrezl Harrell,C,Los Angeles Clippers,5,11.9,19.4,0.615,0.1,0.4,0.17600000000000002,11.9,19.0,0.623,5.8,9.1,0.643,4.0,7.7,11.7,3.5,1.6,2.4,2.9,5.6,29.8,122.0,109,25,82,2158,23.4,0.636,0.019,0.466,9.3,16.7,13.1,12.5,1.6,4.0,11.0,23.5,6.1,2.6,8.7,0.193,2.6,1.6,4.2,3.4,12000000,6000000,6000000,0,0,0,0,FU
Patrick Beverley,PG,Los Angeles Clippers,49,4.3,10.5,0.407,2.5,6.2,0.397,1.8,4.3,0.421,2.1,2.7,0.78,1.7,6.9,8.6,6.6,1.5,0.9,1.9,5.9,13.2,119.0,111,30,78,2137,11.8,0.561,0.591,0.258,3.9,15.0,9.6,18.4,1.5,1.6,13.8,12.2,2.8,2.0,4.8,0.108,1.2,1.2,2.3,2.3,45027028,5027028,0,0,0,0,0,FU
Danilo Gallinari,SF,Los Angeles Clippers,68,9.4,20.3,0.463,3.7,8.5,0.433,5.7,11.7,0.484,8.4,9.3,0.904,1.2,8.3,9.6,4.1,1.1,0.5,2.3,3.0,30.9,125.0,112,30,68,2059,21.0,0.633,0.421,0.459,2.9,18.1,10.7,13.2,1.1,0.9,8.5,23.8,6.4,1.8,8.2,0.191,4.2,-1.2,2.9,2.6,21587579,21587579,22615559,0,0,0,0,FU
Lou Williams,SG,Los Angeles Clippers,1,11.5,26.9,0.425,2.5,6.9,0.361,9.0,20.1,0.447,10.1,11.5,0.8759999999999999,0.9,4.3,5.3,9.5,1.3,0.3,4.3,1.9,35.5,112.0,114,32,75,1993,21.2,0.5539999999999999,0.256,0.426,2.2,9.4,5.9,33.0,1.3,0.4,11.8,32.4,3.9,1.2,5.1,0.123,3.1,-2.6,0.4,1.2,24000000,8000000,8000000,8000000,0,0,0,FU
Ben Simmons,PG,Philadelphia 76ers,79,9.4,16.8,0.563,0.0,0.1,0.0,9.4,16.7,0.5660000000000001,4.5,7.5,0.6,3.0,9.2,12.2,10.7,2.0,1.1,4.8,3.7,23.4,114.0,108,22,79,2700,20.0,0.5820000000000001,0.006,0.446,6.9,20.0,13.7,34.2,2.0,1.8,19.3,22.1,4.6,3.6,8.2,0.146,1.4,2.6,4.1,4.1,184198450,6434520,8113930,29250000,31590000,33930000,36270000,FU
J.J. Redick,SG,Philadelphia 76ers,63,9.0,20.4,0.44,4.8,12.0,0.397,4.2,8.4,0.502,4.5,5.1,0.894,0.4,3.3,3.7,4.1,0.6,0.3,2.0,2.6,27.2,118.0,115,34,76,2379,15.1,0.602,0.589,0.248,0.9,7.2,4.1,12.9,0.6,0.6,8.1,21.9,4.6,1.2,5.9,0.118,2.7,-3.3,-0.7,0.8,12250000,12250000,0,0,0,0,0,FU
Joel Embiid,C,Philadelphia 76ers,64,12.7,26.3,0.484,1.7,5.8,0.3,11.0,20.5,0.535,11.4,14.2,0.804,3.5,15.6,19.1,5.1,1.0,2.7,5.0,4.6,38.6,114.0,104,24,64,2154,26.1,0.593,0.219,0.541,8.1,34.0,21.4,18.4,1.0,4.4,13.2,33.3,4.9,3.8,8.7,0.194,2.0,2.1,4.1,3.3,25467250,25467250,27270000,29290000,31310000,33330000,0,FU
Jimmy Butler,SF,Philadelphia 76ers,55,8.9,19.3,0.461,1.3,3.8,0.338,7.6,15.5,0.491,6.8,7.9,0.868,2.7,4.8,7.5,5.7,2.6,0.8,2.1,2.4,25.9,120.0,109,29,55,1824,19.8,0.569,0.198,0.407,6.3,10.4,8.4,18.0,2.6,1.2,8.4,22.1,4.4,2.1,6.6,0.172,2.4,0.5,2.9,2.3,20445779,20445779,0,0,0,0,0,FU
T.J. McConnell,PG,Philadelphia 76ers,3,7.1,13.5,0.525,0.4,1.3,0.333,6.6,12.1,0.546,0.9,1.2,0.784,0.9,4.7,5.6,8.3,2.5,0.5,2.9,3.4,15.5,110.0,110,26,76,1470,13.4,0.555,0.1,0.08800000000000001,2.1,10.2,6.3,24.7,2.5,0.9,17.3,15.0,1.2,1.7,2.9,0.094,-1.7,0.0,-1.6,0.1,1600520,1600520,0,0,0,0,0,FU
Andre Drummond,C,Detroit Pistons,79,10.4,19.6,0.5329999999999999,0.1,0.7,0.132,10.4,18.9,0.5479999999999999,4.5,7.7,0.59,7.9,15.1,22.9,2.1,2.5,2.6,3.3,5.1,25.5,113.0,100,25,79,2647,23.4,0.555,0.036000000000000004,0.392,16.8,34.7,25.4,7.2,2.5,4.4,12.4,22.9,4.1,5.9,10.0,0.181,-0.7,3.6,2.9,3.3,52527282,25434263,27093019,28751775,0,0,0,FU
Blake Griffin,PF,Detroit Pistons,75,11.6,25.2,0.462,3.6,9.8,0.362,8.1,15.4,0.525,7.8,10.3,0.753,1.9,8.7,10.6,7.6,1.0,0.5,4.8,3.7,34.6,113.0,110,29,75,2622,21.0,0.581,0.389,0.41,4.0,20.1,11.8,27.1,1.0,0.9,13.8,30.2,5.1,2.9,8.0,0.147,4.2,0.4,4.6,4.4,102919892,32088932,34234964,36595996,38957028,0,0,FU
Reggie Jackson,PG,Detroit Pistons,82,9.5,22.6,0.421,3.7,10.1,0.369,5.8,12.4,0.464,4.4,5.1,0.8640000000000001,1.0,3.7,4.7,7.4,1.2,0.2,3.2,4.5,27.1,111.0,112,28,82,2289,15.2,0.547,0.45,0.225,2.1,8.5,5.2,24.7,1.2,0.3,11.4,24.5,3.1,1.9,5.0,0.105,1.8,-2.0,-0.3,1.0,35130434,17043478,18086956,0,0,0,0,FU
Langston Galloway,SG,Detroit Pistons,4,6.4,16.6,0.388,3.8,10.7,0.355,2.6,5.8,0.449,2.3,2.7,0.8440000000000001,1.4,3.4,4.8,2.4,1.0,0.2,0.7,3.8,19.0,115.0,113,27,80,1745,10.7,0.534,0.647,0.16399999999999998,3.0,7.9,5.4,7.3,1.0,0.4,3.7,16.1,2.1,1.3,3.4,0.094,0.2,-1.6,-1.3,0.3,14333333,7000000,7333333,0,0,0,0,FU
Bruce Brown,SG,Detroit Pistons,56,4.3,10.7,0.398,0.8,3.2,0.258,3.4,7.5,0.457,1.5,2.0,0.75,1.6,4.7,6.3,3.1,1.4,1.2,1.6,6.1,10.9,100.0,110,22,74,1449,6.9,0.469,0.29600000000000004,0.191,3.5,10.7,7.0,8.8,1.4,2.1,11.9,11.5,-0.1,1.6,1.5,0.048,-3.7,1.7,-2.0,0.0,2255316,838464,1416852,1663861,0,0,0,FU
James Harden,PG,Houston Rockets,78,14.4,32.7,0.442,6.5,17.6,0.368,8.0,15.1,0.528,12.9,14.7,0.879,1.1,7.7,8.9,10.0,2.7,1.0,6.6,4.2,48.2,118.0,108,29,78,2867,30.6,0.616,0.539,0.449,2.5,17.8,10.0,39.5,2.7,1.7,14.5,40.5,11.4,3.8,15.2,0.254,10.5,1.1,11.7,9.9,152903854,30431854,37800000,40824000,43848000,46872000,0,FU
P.J. Tucker,PF,Houston Rockets,82,3.6,9.2,0.396,2.6,6.8,0.377,1.1,2.4,0.449,0.7,1.0,0.695,2.1,6.3,8.4,1.7,2.3,0.7,1.1,4.4,10.5,114.0,110,33,82,2802,9.2,0.547,0.74,0.113,4.7,14.4,9.5,4.6,2.3,1.2,10.3,9.5,2.0,3.0,5.0,0.086,-0.5,1.8,1.3,2.3,18887764,7969537,8349039,7969537,0,0,0,FU
Clint Capela,C,Houston Rockets,67,10.3,16.0,0.648,0.0,0.0,,10.3,16.0,0.648,3.6,5.7,0.636,6.5,12.0,18.5,2.1,1.0,2.2,2.1,3.7,24.3,133.0,108,24,67,2249,23.8,0.6579999999999999,0.0,0.35700000000000004,14.4,27.6,20.8,7.1,1.0,3.9,10.0,18.2,7.8,3.0,10.8,0.23,1.3,1.6,2.9,2.8,87380061,15293104,16456522,17500000,18543478,19586957,0,FU
Eric Gordon,SG,Houston Rockets,53,8.7,21.3,0.409,4.9,13.6,0.36,3.8,7.7,0.4970000000000001,2.7,3.5,0.7829999999999999,0.4,3.0,3.4,2.9,0.9,0.6,2.0,3.3,25.1,108.0,115,30,68,2158,12.2,0.5489999999999999,0.64,0.162,0.9,6.9,3.8,9.4,0.9,1.1,8.2,22.0,1.7,1.0,2.6,0.059,0.0,-2.9,-2.9,-0.5,27558105,13500375,14057730,0,0,0,0,FU
Chris Paul,PG,Houston Rockets,58,8.0,19.0,0.419,3.4,9.4,0.358,4.6,9.6,0.479,4.6,5.4,0.862,1.0,6.0,7.0,12.5,3.0,0.5,4.0,3.9,23.9,118.0,109,33,58,1857,19.7,0.56,0.493,0.282,2.1,13.9,7.9,39.3,3.0,0.8,15.8,22.5,4.4,2.2,6.6,0.172,2.9,0.2,3.0,2.4,35654150,35654150,38506482,41358814,44211146,0,0,FU
Collin Sexton,PG,Cleveland Cavaliers,72,9.9,23.0,0.43,2.3,5.6,0.402,7.6,17.4,0.44,4.1,4.9,0.8390000000000001,1.1,3.4,4.5,4.6,0.8,0.1,3.5,3.5,26.1,101.0,121,20,82,2605,12.0,0.52,0.245,0.211,2.3,8.0,5.0,15.3,0.8,0.2,12.3,25.2,-0.1,-0.5,-0.6,-0.011,-1.5,-3.7,-5.2,-2.1,8833560,4068600,4764960,4991880,6349671,0,0,FU
Cedi Osman,SF,Cleveland Cavaliers,75,7.3,17.2,0.4270000000000001,2.6,7.6,0.348,4.7,9.6,0.489,2.9,3.7,0.779,0.9,6.3,7.3,4.0,1.2,0.2,2.3,4.0,20.1,106.0,118,23,76,2444,11.5,0.536,0.443,0.214,2.0,14.8,8.1,12.1,1.2,0.4,11.0,18.6,1.2,0.2,1.5,0.029,-0.4,-1.7,-2.1,-0.1,5682143,2775000,2907143,0,0,0,0,FU
Jordan Clarkson,SG,Cleveland Cavaliers,0,11.9,26.5,0.448,3.2,10.0,0.324,8.6,16.5,0.524,3.6,4.3,0.8440000000000001,1.8,4.2,6.1,4.4,1.3,0.3,3.0,2.5,30.6,107.0,119,26,81,2214,16.8,0.539,0.377,0.163,3.9,9.9,6.8,15.6,1.3,0.5,9.6,27.6,1.9,-0.1,1.8,0.039,1.5,-3.5,-2.0,0.0,25937500,12500000,13437500,0,0,0,0,FU
Larry Nance,C,Cleveland Cavaliers,30,6.9,13.3,0.52,0.9,2.7,0.337,6.0,10.5,0.5670000000000001,2.7,3.7,0.716,4.6,10.6,15.3,5.9,2.8,1.1,2.7,5.3,17.3,120.0,112,26,67,1795,18.6,0.583,0.205,0.28,10.0,24.9,17.1,17.8,2.8,1.9,15.3,15.5,3.3,1.6,4.9,0.131,1.4,2.6,4.0,2.7,47072391,2272391,12727273,11709091,10690909,9672727,0,FU
Tristan Thompson,C,Cleveland Cavaliers,40,8.3,15.8,0.529,0.0,0.0,,8.3,15.8,0.529,2.8,4.4,0.642,7.2,11.0,18.2,3.6,1.2,0.7,2.4,3.7,19.5,117.0,116,27,43,1198,18.4,0.551,0.0,0.279,15.4,25.7,20.3,11.2,1.2,1.2,12.1,17.7,2.1,0.5,2.6,0.105,0.2,0.1,0.3,0.7,36008695,17469565,18539130,0,0,0,0,FU
Terrance Ferguson,SG,Oklahoma City Thunder,74,4.5,10.4,0.429,2.6,7.0,0.366,1.9,3.4,0.56,0.9,1.2,0.725,0.8,2.6,3.4,1.7,1.0,0.4,1.1,5.6,12.4,112.0,112,20,74,1931,6.4,0.5660000000000001,0.6729999999999999,0.118,1.7,6.0,3.8,4.8,1.0,0.7,9.4,10.6,1.2,1.6,2.8,0.07,-1.5,-0.5,-1.9,0.0,4594680,2118840,2475840,3944013,0,0,0,SU
Nerlens Noel,C,Oklahoma City Thunder,2,7.2,12.2,0.5870000000000001,0.0,0.0,,7.2,12.2,0.5870000000000001,2.4,3.5,0.684,5.6,8.8,14.4,2.0,2.9,4.2,2.1,7.3,16.7,122.0,99,24,77,1055,19.3,0.608,0.0,0.28600000000000003,12.1,20.0,15.9,5.9,2.9,7.7,13.4,13.8,1.9,2.5,4.3,0.198,-1.6,5.5,3.9,1.6,3786023,1757429,0,0,0,0,0,SU
Patrick Patterson,PF,Oklahoma City Thunder,5,4.4,11.9,0.374,2.5,7.4,0.336,2.0,4.4,0.439,1.0,1.6,0.633,2.3,5.7,8.0,1.7,0.9,0.7,1.2,2.5,12.4,106.0,110,29,63,861,8.1,0.493,0.626,0.13699999999999998,4.9,13.0,8.8,4.6,0.9,1.3,8.7,12.0,0.2,0.9,1.1,0.064,-3.0,-0.6,-3.7,-0.4,11162800,5451600,5711200,0,0,0,0,SU
Abdel Nader,SF,Oklahoma City Thunder,1,6.1,14.5,0.423,2.2,6.7,0.32,4.0,7.7,0.513,1.8,2.4,0.75,0.9,6.9,7.8,1.3,1.3,0.8,1.7,4.6,16.2,102.0,108,25,61,694,8.8,0.522,0.465,0.16699999999999998,2.0,15.7,8.6,3.8,1.3,1.5,10.1,15.1,0.0,0.9,0.9,0.062,-4.2,-0.9,-5.1,-0.5,2996762,1378242,1618520,1752950,0,0,0,SU
Álex Abrines,SG,Oklahoma City Thunder,2,4.4,12.5,0.35700000000000004,3.3,10.1,0.32299999999999995,1.2,2.4,0.5,1.0,1.0,0.923,0.4,3.4,3.8,1.6,1.3,0.5,1.1,4.2,13.1,103.0,111,25,31,588,6.3,0.507,0.809,0.083,0.9,7.8,4.2,4.3,1.3,0.9,7.9,12.2,0.1,0.6,0.6,0.053,-2.4,-0.9,-3.4,-0.2,5455236,5455236,0,0,0,0,0,SU
Jamal Crawford,SG,Phoenix Suns,0,6.9,17.3,0.397,2.6,8.0,0.332,4.2,9.3,0.453,3.7,4.3,0.845,0.3,3.0,3.4,9.0,1.3,0.5,3.9,3.0,20.0,102.0,119,38,64,1211,11.7,0.522,0.461,0.251,0.7,7.2,3.9,27.7,1.3,0.8,16.9,20.8,0.1,0.0,0.2,0.006,-2.0,-4.1,-6.0,-1.2,2393887,2393887,0,0,0,0,0,SU
Richaun Holmes,C,Phoenix Suns,4,9.0,14.7,0.608,0.0,0.0,,9.0,14.7,0.608,5.2,7.1,0.731,4.6,8.7,13.3,2.4,1.7,3.2,2.1,7.8,23.1,127.0,111,25,70,1184,20.7,0.647,0.0,0.479,10.6,20.5,15.5,7.9,1.7,5.6,10.5,17.9,3.1,1.1,4.3,0.173,-0.1,1.5,1.4,1.0,1600520,1600520,0,0,0,0,0,SU
Kelly Oubre,SF,Phoenix Suns,12,9.8,21.7,0.453,2.7,8.3,0.325,7.1,13.4,0.532,4.9,6.4,0.7609999999999999,1.9,6.0,7.9,2.6,2.3,1.6,3.0,4.5,27.3,105.0,113,23,40,1180,16.4,0.555,0.384,0.29600000000000004,4.3,14.2,9.2,8.7,2.3,2.8,10.7,24.7,0.5,0.8,1.3,0.054000000000000006,-0.4,-0.8,-1.2,0.2,33208630,3208630,0,0,0,0,0,SU
De'Anthony Melton,PG,Phoenix Suns,31,4.9,12.4,0.391,1.4,4.6,0.305,3.4,7.8,0.441,1.0,1.4,0.75,1.2,5.3,6.5,7.7,3.3,1.1,3.6,5.5,12.1,93.0,112,20,50,984,9.9,0.466,0.371,0.109,2.8,12.5,7.5,22.3,3.3,1.9,21.8,15.0,-0.8,0.8,0.0,0.002,-3.5,1.0,-2.6,-0.1,949000,949000,1416852,0,0,0,0,SU
Élie Okobo,PG,Phoenix Suns,16,5.7,14.5,0.393,1.9,6.6,0.295,3.7,7.9,0.475,1.8,2.3,0.787,0.6,4.3,4.9,6.3,1.6,0.3,3.4,5.4,15.2,94.0,117,21,53,958,7.6,0.489,0.455,0.162,1.4,10.1,5.7,18.7,1.6,0.6,18.2,17.0,-0.7,0.2,-0.5,-0.027000000000000003,-3.7,-2.2,-5.9,-0.9,2655316,1238464,1416852,1663861,1802057,0,0,SU
Dewayne Dedmon,C,Atlanta Hawks,52,7.4,15.1,0.4920000000000001,2.4,6.2,0.382,5.1,8.9,0.57,2.6,3.2,0.8140000000000001,3.0,10.8,13.8,2.6,2.0,2.0,2.4,6.1,19.9,115.0,109,29,64,1609,16.0,0.602,0.413,0.215,6.7,25.0,15.7,8.1,2.0,3.8,12.7,16.7,2.1,1.9,4.0,0.119,-0.4,1.7,1.3,1.3,7200000,7200000,0,0,0,0,0,SU
Taurean Waller-Prince,SF,Atlanta Hawks,47,7.8,17.7,0.441,3.7,9.4,0.39,4.1,8.3,0.498,2.8,3.5,0.8190000000000001,0.7,5.3,5.9,3.5,1.6,0.6,3.0,4.2,22.1,106.0,115,24,55,1552,11.9,0.575,0.53,0.195,1.5,12.3,6.7,11.1,1.6,1.1,13.4,19.5,0.8,0.7,1.5,0.047,-0.4,-1.5,-1.9,0.0,2526840,2526840,3481986,0,0,0,0,SU
Alex Len,C,Atlanta Hawks,31,9.6,19.4,0.494,2.2,6.1,0.363,7.4,13.3,0.5539999999999999,4.2,6.5,0.648,4.7,8.0,12.7,2.6,0.8,2.1,2.9,6.0,25.6,113.0,113,25,77,1544,17.2,0.575,0.315,0.333,10.5,18.5,14.4,8.6,0.8,3.9,11.5,22.1,2.2,1.0,3.2,0.1,-0.1,-0.8,-0.9,0.4,8510000,4350000,4160000,0,0,0,0,SU
Vince Carter,SF,Atlanta Hawks,9,6.8,16.3,0.419,4.3,11.0,0.389,2.5,5.3,0.48,1.6,2.3,0.7120000000000001,1.1,5.7,6.7,3.0,1.5,0.9,1.7,4.9,19.5,112.0,115,42,76,1330,11.8,0.565,0.675,0.141,2.4,13.2,7.7,9.3,1.5,1.8,8.8,16.7,1.2,0.7,1.9,0.07,-0.2,-1.4,-1.6,0.1,2393887,2393887,0,0,0,0,0,SU
Jeremy Lin,PG,Atlanta Hawks,1,8.3,17.8,0.466,2.0,6.1,0.333,6.3,11.7,0.535,6.5,7.7,0.845,0.7,4.7,5.5,8.3,1.8,0.3,4.5,4.4,25.2,112.0,115,30,51,1003,15.9,0.594,0.342,0.435,1.6,11.0,6.2,26.7,1.8,0.6,17.6,22.6,1.5,0.4,1.9,0.092,0.1,-2.4,-2.3,-0.1,13071063,13071063,0,0,0,0,0,SU
Hassan Whiteside,C,Miami Heat,53,11.3,19.8,0.5710000000000001,0.1,0.5,0.125,11.3,19.4,0.581,3.2,7.1,0.449,7.5,16.3,23.8,1.6,1.3,4.0,2.8,5.6,25.9,112.0,99,29,72,1674,23.5,0.564,0.024,0.35700000000000004,16.3,35.6,25.9,5.6,1.3,7.3,11.0,22.6,2.3,4.0,6.3,0.18,-2.2,3.0,0.8,1.2,25434263,25434263,27093018,0,0,0,0,SU
James Johnson,PF,Miami Heat,33,6.9,15.9,0.433,2.1,6.3,0.336,4.8,9.7,0.496,2.1,2.9,0.7140000000000001,0.9,6.5,7.4,5.7,1.5,1.1,3.1,4.8,18.0,102.0,108,31,55,1164,10.9,0.522,0.393,0.185,2.0,14.1,8.0,17.0,1.5,2.1,15.3,17.8,0.0,1.5,1.5,0.062,-2.5,0.9,-1.6,0.1,30001100,14651700,15349400,16047100,0,0,0,SU
Derrick Jones,SF,Miami Heat,14,6.8,13.7,0.494,1.2,3.9,0.308,5.6,9.9,0.5670000000000001,3.1,5.2,0.607,4.1,6.1,10.2,1.6,1.9,1.8,1.8,5.2,17.9,113.0,107,21,60,1153,14.0,0.5589999999999999,0.281,0.377,8.8,13.3,11.1,4.7,1.9,3.3,10.2,15.6,1.2,1.7,2.9,0.121,-1.3,1.5,0.2,0.6,1512601,1512601,1645357,0,0,0,0,SU
Dion Waiters,SG,Miami Heat,28,8.5,20.5,0.414,4.7,12.4,0.377,3.8,8.1,0.471,0.9,1.9,0.5,0.3,4.7,5.0,5.2,1.2,0.4,2.7,3.1,22.6,102.0,111,27,44,1138,11.4,0.53,0.605,0.092,0.7,10.2,5.4,16.4,1.2,0.7,11.4,21.1,0.1,1.1,1.2,0.052000000000000005,-0.3,-1.6,-1.9,0.0,36300000,11550000,12100000,12650000,0,0,0,SU
Goran Dragić,PG,Miami Heat,22,8.8,21.3,0.413,2.8,8.1,0.348,6.0,13.3,0.454,3.9,5.0,0.782,1.0,4.5,5.5,8.6,1.5,0.2,3.5,4.0,24.4,106.0,111,32,36,991,13.9,0.517,0.379,0.233,2.1,9.8,6.0,27.3,1.5,0.5,12.9,23.7,0.6,1.0,1.6,0.079,0.1,-1.3,-1.2,0.2,37327075,18109175,19217900,0,0,0,0,SU
Marco Belinelli,SG,San Antonio Spurs,1,7.7,18.6,0.413,4.0,10.6,0.3720000000000001,3.7,7.9,0.468,3.0,3.3,0.903,0.4,4.9,5.3,3.6,0.9,0.2,1.9,3.3,22.3,109.0,114,32,79,1815,11.9,0.557,0.5720000000000001,0.18,1.0,10.8,5.9,10.1,0.9,0.4,8.8,19.8,1.4,1.1,2.5,0.065,0.3,-2.4,-2.1,0.0,12000000,6153846,5846154,0,0,0,0,SU
Derrick White,PG,San Antonio Spurs,55,7.3,15.3,0.479,1.4,4.0,0.338,6.0,11.3,0.529,2.7,3.5,0.772,1.0,6.0,7.0,7.4,1.9,1.3,2.7,4.1,18.7,111.0,110,24,67,1728,14.8,0.555,0.262,0.227,2.2,13.3,7.8,21.0,1.9,2.3,14.0,17.7,1.7,1.9,3.6,0.101,-0.2,1.1,0.9,1.3,3615240,1667160,1948080,3516284,0,0,0,SU
Dāvis Bertāns,PF,San Antonio Spurs,12,6.1,13.6,0.45,4.3,10.1,0.429,1.8,3.4,0.513,1.6,1.8,0.883,0.7,7.2,7.9,3.0,1.0,1.0,1.3,4.0,18.1,122.0,112,26,76,1632,13.0,0.632,0.746,0.132,1.6,16.0,8.8,8.2,1.0,1.7,8.2,14.1,2.6,1.5,4.0,0.118,1.6,-0.4,1.2,1.3,7000000,7000000,7000000,0,0,0,0,SU
Jakob Pöltl,C,San Antonio Spurs,24,7.2,11.1,0.645,0.0,0.0,,7.2,11.1,0.645,1.9,3.5,0.5329999999999999,6.8,8.9,15.7,3.6,1.1,2.6,1.8,4.8,16.2,133.0,108,23,77,1273,19.4,0.64,0.0,0.317,15.4,19.7,17.6,10.0,1.1,4.5,12.7,13.1,3.5,1.6,5.1,0.193,1.5,2.7,4.2,2.0,6702206,2947320,3754886,0,0,0,0,SU
Dante Cunningham,PF,San Antonio Spurs,21,3.9,8.3,0.475,1.6,3.4,0.462,2.4,4.9,0.484,0.7,0.9,0.778,2.5,7.4,9.9,2.6,1.4,0.7,1.2,3.7,10.2,121.0,111,31,64,928,10.2,0.585,0.411,0.114,5.7,16.3,11.0,6.8,1.4,1.2,11.7,8.9,1.0,0.9,1.9,0.097,-1.0,0.8,-0.1,0.4,2500000,2500000,0,0,0,0,0,SU
Derrick Favors,C,Utah Jazz,70,9.8,16.8,0.586,0.5,2.1,0.218,9.4,14.7,0.64,4.2,6.2,0.675,5.6,9.6,15.2,2.4,1.5,2.9,2.3,4.4,24.3,124.0,103,27,76,1766,21.8,0.624,0.126,0.368,12.9,21.3,17.2,8.0,1.5,4.8,10.5,19.4,4.4,3.5,7.9,0.215,1.1,3.2,4.3,2.8,16000000,16900000,16900000,0,0,0,0,SU
Royce O'Neale,SF,Utah Jazz,16,4.7,9.8,0.475,1.9,5.0,0.386,2.7,4.8,0.569,0.9,1.2,0.762,0.6,7.5,8.2,3.6,1.5,0.7,2.0,4.9,12.2,108.0,106,25,82,1671,9.0,0.589,0.513,0.122,1.5,16.7,9.2,10.0,1.5,1.1,16.2,11.0,0.7,2.5,3.3,0.094,-2.0,2.1,0.1,0.9,1378242,1378242,1618520,0,0,0,0,SU
